link_id,interval_nVehContrib
119271213,2760.0
119271337,2758.0
119271346,5656.0
119271357,2614.0
123555214,822.0
123555236,2758.0
123592887#0,4261.0
123592887#1-AddedOffRampEdge,4674.0
123867439#1-AddedOnRampEdge,6568.0
123867446#1,5533.0
123867452,4637.0
123867453#0,3567.0
123867454,4020.0
124952169,4665.0
156778691,1863.0
157593042,3193.0
157607513#1,6150.0
157782133,6289.0
157782136#0,4613.0
157806285,5471.0
158623068#0,3461.0
172165117,4619.0
184867222#0,2646.0
184867243,2758.0
22372547,3793.0
22372559,3919.0
23798287,7108.0
23798288#1,5951.0
23807652#1,4077.0
23955194#0,4033.0
23955194#2,3397.0
24167679#1,3551.0
25657136,3668.0
26230999#1,4362.0
27829301#1,5446.0
27829315#1-AddedOnRampEdge,5656.0
28317586#1,2947.0
28317945,4371.0
28319423#0,3225.0
28319423#1-AddedOffRampEdge,3517.0
28319423#2,2485.0
28357386,5981.0
28357482,1756.0
28357727#0,4445.0
28358874#1,8319.0
28358875#1,5105.0
28359059#1,7289.0
28378884#0,6962.0
28378888#1-AddedOnRampEdge,5816.0
28396115#1,4323.0
28414204#0,5207.0
28414349#1,4856.0
28433582,5260.0
28433597,2622.0
28433666#1,4442.0
28433994#1,2902.0
28434077,3065.0
28435047,4005.0
28435048,2937.0
28435573,4642.0
28437104,2778.0
28437190#1,3231.0
28437207,2254.0
28665770#0,2760.0
301865758,3668.0
30583337,2758.0
30959001,2647.0
326409095#1,3716.0
363634378,5682.0
367132265,2359.0
394385111,4887.0
394385113,5583.0
394385114#1,3677.0
394449801#0,3741.0
395336990,2760.0
395337004,4738.0
395343763,1633.0
395354964#0,6254.0
395362577,2896.0
395368981#0,5084.0
395368986,4641.0
395394468,4402.0
395394473,5808.0
395439802,4927.0
395439805,4624.0
42397233,3365.0
479773092#0,5515.0
479773095,4960.0
479773098,4926.0
479773099,3384.0
5018717,3159.0
5018720,3297.0
508060359,3294.0
508060361,2809.0
508115737#0,6487.0
508115745,4949.0
508115808,6459.0
508137802,4436.0
508479313#0,3821.0
508479317,5084.0
508479336,3736.0
508479355,5052.0
508479365#0,3784.0
508479370#0,3487.0
508479370#1,3521.0
509747240,5738.0
509747302,5909.0
509747310-AddedOnRampEdge,6018.0
509747346,5309.0
509747348,4424.0
509747381,4967.0
509747406-AddedOffRampEdge,8104.0
517168464,2376.0
52286756#1,6185.0
52324493,3804.0
544296216-AddedOffRampEdge,4829.0
544296218#1-AddedOnRampEdge,5010.0
544296218#2,6782.0
544296221,5380.0
550271868,3768.0
550284581,5167.0
550284584-AddedOffRampEdge,5345.0
550284598,4168.0
550284602,4052.0
550284604,3068.0
550284605,4528.0
552389451,5125.0
552603210,4148.0
56159747,4551.0
60759806,4571.0
617235594,5589.0
617235603,3004.0
617235606,3082.0
617235612,4540.0
617259141,4695.0
617259178,5238.0
617284141,6881.0
617284143,3510.0
617284144#0,2397.0
617284164,6104.0
617284166,5454.0
617284173,5827.0
617335302,6235.0
619042916,5216.0
619042921,6764.0
619042924,4782.0
687721970,4158.0
687721973,4231.0
687721986,3901.0
699542380#1,2664.0
711834658,5264.0
727202049,4736.0
838046085,3950.0
848429238,4305.0
848488831,4822.0
848489711,2156.0
848489712,2821.0
848501101#0,2576.0
848743564,5229.0
848745539#1,3872.0
848748038,3532.0
848748039,4248.0
848754158,2411.0
848767838,3540.0
848809833,5210.0
848818561,5758.0
848875024#0,4829.0
848880058,3421.0
848920992#0,3815.0
849677308#0,4417.0
849677308#1,4506.0
849806971#0,3439.0
849818316,2138.0
849821064,1518.0
850026981,4325.0
850032296,6048.0
850057340#0,5682.0
850097346,4379.0
850098170,6571.0
850134421,2811.0
850376107,4780.0
850378488,2451.0
850395062,4567.0
850615423,4051.0
850746591,3587.0
850760258,2760.0
851520671-AddedOffRampEdge,1415.0
851541351,2370.0
851544880,2567.0
851550873,4189.0
851552197,3019.0
851553864,4459.0
851555734,5314.0
851556422,3360.0
851560451,5062.0
851568240,6063.0
854162451,3750.0
854215625,6994.0
860646752-AddedOffRampEdge,4271.0
861059531,4539.0
863751890,7640.0
863754537,6142.0
867203204,2896.0
867204830-AddedOffRampEdge,4331.0
867208766,5670.0
867246178,5868.0
867247243,4945.0
867251845#0,4573.0
867256162#0,5055.0
867256162#3,3274.0
867256163,6149.0
867259033,3169.0
867262165#0,2243.0
8954447,4132.0
95265016#1,2501.0
