link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271213,2760.0,63.9167
119271337,2758.0,63.9917
119271346,5656.0,61.525
119271357,2614.0,60.725
123555214,822.0,67.0417
123555236,2758.0,63.9917
123592887#0,4261.0,34.175
123592887#1-AddedOffRampEdge,4674.0,53.7083
123867439#1-AddedOnRampEdge,6568.0,63.7833
123867446#1,5533.0,55.9667
123867452,4637.0,61.2958
123867453#0,3567.0,67.3083
123867454,4020.0,19.225
124952169,4665.0,64.7611
156778691,1863.0,60.0083
157593042,3193.0,60.3417
157607513#1,6150.0,43.4
157782133,6289.0,57.0833
157782136#0,4613.0,63.375
157806285,5471.0,62.4167
158623068#0,3461.0,67.6167
172165117,4619.0,16.4
184867222#0,2646.0,64.9
184867243,2758.0,63.9917
22372547,3793.0,58.6083
22372559,3919.0,61.0417
23798287,7108.0,27.6958
23798288#1,5951.0,50.5917
23807652#1,4077.0,41.5792
23955194#0,4033.0,66.2417
23955194#2,3397.0,63.0667
24167679#1,3551.0,23.1
25657136,3668.0,60.825
26230999#1,4362.0,55.1333
27829301#1,5446.0,63.6375
27829315#1-AddedOnRampEdge,5656.0,35.2833
28317586#1,2947.0,56.6417
28317945,4371.0,17.0083
28319423#0,3225.0,60.375
28319423#1-AddedOffRampEdge,3517.0,62.2833
28319423#2,2485.0,64.225
28357386,5981.0,47.075
28357482,1756.0,65.8167
28357727#0,4445.0,58.4292
28358874#1,8319.0,52.8833
28358875#1,5105.0,60.1583
28359059#1,7289.0,48.6083
28378884#0,6962.0,56.6083
28378888#1-AddedOnRampEdge,5816.0,59.8167
28396115#1,4323.0,63.1917
28414204#0,5207.0,48.3833
28414349#1,4856.0,32.1417
28433582,5260.0,40.7167
28433597,2622.0,59.575
28433666#1,4442.0,26.6167
28433994#1,2902.0,61.625
28434077,3065.0,33.9333
28435047,4005.0,63.2208
28435048,2937.0,63.7333
28435573,4642.0,44.05
28437104,2778.0,59.45
28437190#1,3231.0,64.2083
28437207,2254.0,64.7833
28665770#0,2760.0,63.9167
301865758,3668.0,56.4417
30583337,2758.0,63.8417
30959001,2647.0,63.125
326409095#1,3716.0,17.7417
363634378,5682.0,61.9333
367132265,2359.0,65.8833
394385111,4887.0,59.0333
394385113,5583.0,58.2667
394385114#1,3677.0,61.8083
394449801#0,3741.0,20.5917
395336990,2760.0,63.9167
395337004,4738.0,56.0083
395343763,1633.0,66.1
395354964#0,6254.0,38.6167
395362577,2896.0,13.8333
395368981#0,5084.0,65.625
395368986,4641.0,71.1583
395394468,4402.0,61.4972
395394473,5808.0,36.9417
395439802,4927.0,46.875
395439805,4624.0,58.2583
42397233,3365.0,61.15
479773092#0,5515.0,25.125
479773095,4960.0,59.175
479773098,4926.0,56.9
479773099,3384.0,57.7417
5018717,3159.0,45.9083
5018720,3297.0,44.35
508060359,3294.0,58.925
508060361,2809.0,60.2
508115737#0,6487.0,59.4083
508115745,4949.0,54.8806
508115808,6459.0,61.45
508137802,4436.0,57.2917
508479313#0,3821.0,44.5583
508479317,5084.0,45.7417
508479336,3736.0,28.2167
508479355,5052.0,55.1833
508479365#0,3784.0,64.3417
508479370#0,3487.0,61.5083
508479370#1,3521.0,61.3917
509747240,5738.0,39.6917
509747302,5909.0,28.075
509747310-AddedOnRampEdge,6018.0,29.725
509747346,5309.0,48.5917
509747348,4424.0,64.3833
509747381,4967.0,60.7333
509747406-AddedOffRampEdge,8104.0,43.5167
517168464,2376.0,66.5417
52286756#1,6185.0,52.4833
52324493,3804.0,59.5458
544296216-AddedOffRampEdge,4829.0,63.7583
544296218#1-AddedOnRampEdge,5010.0,20.5917
544296218#2,6782.0,30.275
544296221,5380.0,57.0167
550271868,3768.0,61.4417
550284581,5167.0,64.2667
550284584-AddedOffRampEdge,5345.0,65.7
550284598,4168.0,47.7417
550284602,4052.0,57.2417
550284604,3068.0,61.275
550284605,4528.0,56.725
552389451,5125.0,61.6417
552603210,4148.0,60.55
56159747,4551.0,26.5875
60759806,4571.0,60.2583
617235594,5589.0,65.6833
617235603,3004.0,40.3833
617235606,3082.0,53.3917
617235612,4540.0,62.0417
617259141,4695.0,64.675
617259178,5238.0,64.1083
617284141,6881.0,38.5583
617284143,3510.0,63.6833
617284144#0,2397.0,65.775
617284164,6104.0,61.6
617284166,5454.0,62.5542
617284173,5827.0,62.9542
617335302,6235.0,32.775
619042916,5216.0,63.4833
619042921,6764.0,50.7917
619042924,4782.0,31.4083
687721970,4158.0,31.425
687721973,4231.0,28.825
687721986,3901.0,63.725
699542380#1,2664.0,63.75
711834658,5264.0,58.4972
727202049,4736.0,55.9583
838046085,3950.0,54.0667
848429238,4305.0,64.1542
848488831,4822.0,59.7417
848489711,2156.0,65.5667
848489712,2821.0,61.7167
848501101#0,2576.0,67.675
848743564,5229.0,39.3611
848745539#1,3872.0,53.6
848748038,3532.0,60.3917
848748039,4248.0,56.5208
848754158,2411.0,64.0833
848767838,3540.0,63.5667
848809833,5210.0,65.25
848818561,5758.0,58.8167
848875024#0,4829.0,63.5917
848880058,3421.0,62.25
848920992#0,3815.0,55.2792
849677308#0,4417.0,57.4583
849677308#1,4506.0,60.3917
849806971#0,3439.0,56.5
849818316,2138.0,16.5917
849821064,1518.0,67.1625
850026981,4325.0,67.0
850032296,6048.0,39.775
850057340#0,5682.0,43.1583
850097346,4379.0,59.7667
850098170,6571.0,43.7583
850134421,2811.0,61.0083
850376107,4780.0,41.175
850378488,2451.0,64.6167
850395062,4567.0,25.5333
850615423,4051.0,62.5833
850746591,3587.0,47.5875
850760258,2760.0,63.9167
851520671-AddedOffRampEdge,1415.0,51.9083
851541351,2370.0,65.475
851544880,2567.0,66.7375
851550873,4189.0,63.3222
851552197,3019.0,61.9306
851553864,4459.0,33.7
851555734,5314.0,54.25
851556422,3360.0,58.725
851560451,5062.0,48.9083
851568240,6063.0,56.675
854162451,3750.0,63.9417
854215625,6994.0,36.1917
860646752-AddedOffRampEdge,4271.0,22.1083
861059531,4539.0,64.4833
863751890,7640.0,63.425
863754537,6142.0,59.8333
867203204,2896.0,69.5333
867204830-AddedOffRampEdge,4331.0,62.0167
867208766,5670.0,47.3667
867246178,5868.0,44.2875
867247243,4945.0,61.7208
867251845#0,4573.0,63.1
867256162#0,5055.0,37.8
867256162#3,3274.0,36.2167
867256163,6149.0,30.325
867259033,3169.0,56.15
867262165#0,2243.0,63.4458
8954447,4132.0,62.325
95265016#1,2501.0,63.55
