link_id,interval_nVehContrib
11479094,3723.0
119271337,3212.0
119271346,4113.0
119271357,3377.0
123555214,1649.0
123555236,3212.0
123592887#0,4134.0
123592924#1,3217.0
123867439#1-AddedOnRampEdge,8327.0
123867446#1,5269.0
123867452,3564.0
123867454,3426.0
124952169,4549.0
156778691,1441.0
157593042,3460.0
157607513#1,3829.0
157607517,3308.0
157782133,5693.0
157782136#0,5407.0
157782136#1-AddedOnRampEdge,5477.0
158623068#0,3818.0
172165117,4224.0
184867222#0,3065.0
184867243,3212.0
22372547,4887.0
22372559,2550.0
23798287,6892.0
23798288#1,5840.0
23807652#1,4234.0
23955194#0,4450.0
24167679#1,4536.0
25029732#2,4295.0
25657136,2207.0
26230999#1,5518.0
27829301#1,6428.0
27829315#1-AddedOnRampEdge,5935.0
28317747,2793.0
28317945,3430.0
28319423#0,3978.0
28319423#1-AddedOffRampEdge,4556.0
28319423#2,4390.0
28357386,3164.0
28357482,3819.0
28357727#0,4753.0
28358874#1,7600.0
28358875#1,6584.0
28359025-AddedOnRampEdge,7680.0
28359059#1,5614.0
28378884#0,5702.0
28414204#0,4408.0
28433582,2594.0
28433597,4330.0
28433666#1,2463.0
28433994#1,3796.0
28434077,3293.0
28435047,5172.0
28435573,5086.0
28437104,2254.0
28665770#0,3211.0
301865758,4131.0
30583337,3213.0
30959001,2241.0
30959012,2172.0
334904727,3996.0
363634378,3310.0
366053237,3476.0
367132265,3797.0
394385111,6581.0
394385113,4775.0
394385114#1,2606.0
394449801#0,3960.0
395336990,3211.0
395337004,3881.0
395343763,3410.0
395354964#0,4735.0
395362577,2858.0
395368981#0,7960.0
395368986,6325.0
395394468,5324.0
395394473,6244.0
395439802,2356.0
395439805,4594.0
42397233,2742.0
479773092#0,4211.0
479773095,5770.0
479773098,3864.0
479773099,3467.0
5018717,2928.0
5018720,2848.0
508060359,3779.0
508060361,2510.0
508060362,3212.0
508115737#0,4752.0
508115745,4811.0
508115808,8600.0
508137802,7501.0
508479313#0,3017.0
508479317,3801.0
508479326,4141.0
508479336,3763.0
508479355,2654.0
508479365#0,5472.0
508479370#0,5351.0
508479370#1,6737.0
509747240,4288.0
509747302,4135.0
509747346,4568.0
509747348,4913.0
509747381,4545.0
509747406-AddedOffRampEdge,7140.0
517168464,3905.0
52286756#1,5983.0
544296216-AddedOffRampEdge,5687.0
544296218#0,3291.0
544296218#1-AddedOnRampEdge,3675.0
544296218#2,4377.0
544296221,3247.0
550271868,4492.0
550284581,5705.0
550284584-AddedOffRampEdge,6329.0
550284598,3124.0
550284602,2909.0
552389451,4902.0
552603210,4369.0
56159747,3592.0
60759806,3678.0
617235585#0,6481.0
617235594,5441.0
617235603,2862.0
617235606,2231.0
617235612,5912.0
617259141,4576.0
617259178,5343.0
617284141,4583.0
617284143,1514.0
617284144#0,3813.0
617284145#0-AddedOnRampEdge,3283.0
617284164,4132.0
617284166,5862.0
617284173,4796.0
617335302,5419.0
619042916,6781.0
619042919,4643.0
619042921,6240.0
687721970,3320.0
687721986,5429.0
699542380#1,3452.0
711834658,5355.0
727202049,3879.0
838046085,6258.0
848429238,4002.0
848488831,3119.0
848501101#0,4184.0
848743564,4399.0
848745539#1,2642.0
848748039,5063.0
848754158,3611.0
848767838,2274.0
848809833,3853.0
848818561,4042.0
848875024#0,5686.0
848880058,3085.0
848920992#0,3724.0
849677308#0,5468.0
849818316,1773.0
849821064,2875.0
849833093,5686.0
850026981,3358.0
850032296,5148.0
850057340#0,4171.0
850097346,5656.0
850098170,4383.0
850134421,4251.0
850376107,2233.0
850378488,3287.0
850395062,3183.0
850615423,5393.0
850616213,5595.0
850746591,1487.0
850760258,3211.0
851520671-AddedOffRampEdge,1473.0
851541351,4308.0
851544880,4562.0
851550873,4964.0
851553864,5219.0
851555734,4773.0
851556422,5644.0
851560451,3806.0
851568240,3049.0
854162451,3769.0
854215625,5000.0
860646752-AddedOffRampEdge,4440.0
861059531,4682.0
863751890,8909.0
863754537,5664.0
867203204,3952.0
867204830-AddedOffRampEdge,6397.0
867208766,4031.0
867246178,5017.0
867247243,5291.0
867251845#0,5102.0
867256162#0,3706.0
867256162#3,2550.0
867256163,5537.0
867259033,3139.0
867262165#0,3793.0
8954447,4857.0
