link_id,interval_nVehContrib
119271213,1935.0
119271337,1933.0
119271346,3509.0
119271357,1294.0
123555214,416.0
123592887#0,4635.0
123867439#1-AddedOnRampEdge,5206.0
123867446#1,4073.0
123867452,3204.0
123867453#0,872.0
123867454,4075.0
124952169,1579.0
156778691,2518.0
157593042,2421.0
157607513#1,6308.0
157782133,5029.0
157782136#0,3967.0
157806285,3672.0
158623068#0,798.0
172165117,2878.0
184867222#0,1446.0
184867243,1933.0
22372547,1119.0
22372559,2357.0
23798287,6682.0
23798288#1,5627.0
23807652#1,4591.0
23955194#0,2390.0
23955194#2,1915.0
24167679#1,5975.0
25657136,2295.0
26230999#1,1653.0
27829301#1,2503.0
28317586#1,2050.0
28317945,4140.0
28319423#0,1277.0
28319423#1-AddedOffRampEdge,1638.0
28319423#2,892.0
28357386,5347.0
28357482,763.0
28357727#0,1663.0
28358874#1,7304.0
28358875#1,2597.0
28359059#1,6195.0
28378888#1-AddedOnRampEdge,4005.0
28396115#1,2255.0
28414204#0,3778.0
28433582,4729.0
28433597,1324.0
28433666#1,4453.0
28433994#1,1781.0
28434077,3439.0
28435047,1684.0
28435048,1355.0
28435573,2464.0
28437104,3687.0
28437190#1,3827.0
28437207,1979.0
28464126#1,4471.0
28464671-AddedOnRampEdge,2144.0
28665770#0,1935.0
301865758,3308.0
30583337,1934.0
30959001,1159.0
363634378,3795.0
363648766#1-AddedOnRampEdge,2543.0
367132265,792.0
394385111,3770.0
394385113,6246.0
394385114#1,3868.0
394449801#0,4362.0
395336990,1935.0
395337004,5028.0
395343763,442.0
395354964#0,5937.0
395362577,3240.0
395368981#0,3475.0
395368986,3199.0
395394468,2965.0
395394473,6489.0
395439802,3219.0
395439805,2521.0
42397233,2340.0
479773092#0,5248.0
479773095,2607.0
479773098,1531.0
479773099,0.0
5018717,2638.0
5018720,2263.0
508060359,1758.0
508060361,2058.0
508115737#0,4305.0
508115737#1,4318.0
508115745,5020.0
508115808,3718.0
508137802,3680.0
508479313#0,2879.0
508479317,3498.0
508479326,3435.0
508479336,3228.0
508479355,3950.0
508479365#0,3262.0
508479370#0,2719.0
509747240,5915.0
509747302,5190.0
509747310-AddedOnRampEdge,5289.0
509747346,5103.0
509747348,2599.0
509747381,2701.0
509747406-AddedOffRampEdge,7013.0
517168464,793.0
52286756#1,6031.0
52324493,2282.0
544296216-AddedOffRampEdge,3107.0
544296218#0,4989.0
544296218#1-AddedOnRampEdge,5379.0
544296218#2,6807.0
544296221,3303.0
550271868,2004.0
550284581,4480.0
550284584-AddedOffRampEdge,4503.0
550284598,3145.0
550284602,3195.0
550284604,1517.0
550284605,1816.0
552389451,2976.0
552603210,3423.0
56159747,2948.0
60759806,766.0
617235585#0,6561.0
617235594,2251.0
617235603,3267.0
617235606,2709.0
617235612,1032.0
617259141,3564.0
617259170,2328.0
617259178,2866.0
617284141,4524.0
617284143,3417.0
617284144#0,1018.0
617284145#0-AddedOnRampEdge,3833.0
617284164,3901.0
617284166,3155.0
617284173,3809.0
617335302,5197.0
619042916,3895.0
619042921,6432.0
619042924,5014.0
687721970,4224.0
687721973,3771.0
687721986,2098.0
699542380#1,1661.0
711834658,4516.0
727202049,5027.0
838046085,1586.0
848429238,2748.0
848488831,3737.0
848489711,641.0
848489712,1093.0
848501101#0,742.0
848745539#1,2336.0
848748038,1168.0
848748039,1374.0
848754158,689.0
848767838,2180.0
848809833,3564.0
848818561,3798.0
848875024#0,3106.0
848880058,3741.0
848920992#0,4523.0
849677308#0,3122.0
849677308#1,3541.0
849806971#0,3305.0
849818316,2685.0
849821064,637.0
849833093,3106.0
850026981,2389.0
850032296,5699.0
850057340#0,3677.0
850097346,1579.0
850098170,4118.0
850134421,1230.0
850376107,3921.0
850378488,979.0
850395062,5721.0
850615423,1952.0
850746591,2983.0
850760258,1935.0
851520671-AddedOffRampEdge,1325.0
851541351,1076.0
851544880,1137.0
851550873,2651.0
851552197,2683.0
851553864,3478.0
851555734,4399.0
851560451,3354.0
851568240,5595.0
851569274,917.0
854162451,1523.0
854215625,4862.0
860646752-AddedOffRampEdge,3931.0
861059531,2644.0
863751890,6222.0
863754537,5105.0
867203204,1868.0
867208766,4775.0
867246178,5607.0
867247243,2993.0
867251845#0,867.0
867256162#0,4243.0
867256162#3,3375.0
867256163,5638.0
867259033,2213.0
867262165#0,664.0
8954447,2209.0
95265016#1,1005.0
