link_id,interval_nVehContrib
157607513#1,3829.0
157607517,3308.0
172165117,4224.0
28414204#0,4408.0
301865758,4131.0
301865760,4292.0
30959001,2241.0
395439802,2356.0
395439805,4594.0
508479313#0,3017.0
508479317,3801.0
508479336,3763.0
508479355,2654.0
508479365#0,5472.0
508479370#0,5351.0
508479370#1,6737.0
509721010#0-AddedOnRampEdge,5325.0
687721970,3320.0
850376107,2233.0
850378488,3287.0
850395062,3183.0
850746591,1487.0
851553864,5219.0
851555734,4773.0
851560451,3806.0
851568240,3049.0
867203204,3952.0
