link_id,interval_nVehContrib
157607513#1,6150.0
172165117,4619.0
28414204#0,5207.0
301865758,3668.0
301865760,4076.0
30959001,2647.0
395439802,4927.0
395439805,4624.0
508479313#0,3821.0
508479317,5084.0
508479336,3736.0
508479355,5052.0
508479365#0,3784.0
508479370#0,3487.0
508479370#1,3521.0
509721010#0-AddedOnRampEdge,6125.0
687721970,4158.0
687721973,4231.0
850376107,4780.0
850378488,2451.0
850395062,4567.0
850746591,3587.0
851553864,4459.0
851555734,5314.0
851560451,5062.0
851568240,6063.0
867203204,2896.0
