link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607513#1,6308.0,47.425
172165117,2878.0,63.525
28414204#0,3778.0,59.1583
28464126#1,4471.0,61.8917
301865758,3308.0,64.825
301865760,3362.0,66.3042
30959001,1159.0,64.7625
395439802,3219.0,66.4583
395439805,2521.0,67.8458
508479313#0,2879.0,58.9083
508479317,3498.0,67.2417
508479336,3228.0,62.1167
508479355,3950.0,58.0167
508479365#0,3262.0,66.1833
508479370#0,2719.0,63.0333
509721010#0-AddedOnRampEdge,6344.0,54.5833
687721970,4224.0,60.1583
687721973,3771.0,67.2417
850376107,3921.0,67.7
850378488,979.0,66.7917
850395062,5721.0,59.6333
850746591,2983.0,59.425
851553864,3478.0,61.975
851555734,4399.0,58.7417
851560451,3354.0,64.7083
851568240,5595.0,61.3333
867203204,1868.0,69.4833
