link_id,interval_nVehContrib
119271213,1935.0
119271337,1933.0
119271346,3501.0
119271357,1361.0
123555214,431.0
123592887#0,3250.0
123592887#1-AddedOffRampEdge,4019.0
123867439#1-AddedOnRampEdge,5142.0
123867446#1,4188.0
123867452,3645.0
123867453#0,901.0
123867454,3921.0
124952169,1575.0
156778691,2396.0
157593042,2547.0
157607513#1,6228.0
157782133,4779.0
157782136#0,4007.0
157806285,3575.0
158623068#0,857.0
172165117,2966.0
184867222#0,1449.0
184867243,1933.0
22372559,2404.0
23798287,6164.0
23798288#1,5416.0
23807652#1,4562.0
23955194#0,2751.0
23955194#2,2137.0
24167679#1,5801.0
25657136,2289.0
26230999#1,1688.0
27829301#1,2580.0
27829315#1-AddedOnRampEdge,4802.0
28317586#1,2169.0
28317945,4155.0
28319413#2,919.0
28319423#0,949.0
28319423#1-AddedOffRampEdge,1705.0
28319423#2,894.0
28357386,4950.0
28357482,739.0
28357727#0,1657.0
28358874#1,6873.0
28358875#1,2732.0
28359059#1,5956.0
28378888#1-AddedOnRampEdge,3927.0
28396115#1,2538.0
28414204#0,3774.0
28433582,5064.0
28433597,1399.0
28433666#1,4583.0
28433994#1,1772.0
28434077,3354.0
28435047,1247.0
28435048,1351.0
28435573,2533.0
28437104,3573.0
28437207,2026.0
28464126#1,4557.0
28464671-AddedOnRampEdge,2387.0
28665770#0,1935.0
301865758,3259.0
301865760,3505.0
30583337,1934.0
30959001,1025.0
363634378,3839.0
363648766#1-AddedOnRampEdge,2609.0
367132265,853.0
394385111,3847.0
394385113,6112.0
394385114#1,3961.0
394449801#0,4941.0
394449801#1,6212.0
395336990,1935.0
395337004,5028.0
395343763,447.0
395354964#0,5380.0
395362577,3140.0
395368981#0,3318.0
395368986,3069.0
395394468,2976.0
395394473,6384.0
395439802,3261.0
395439805,2591.0
42397233,2224.0
479773092#0,5314.0
479773095,2528.0
479773098,1535.0
479773099,16.0
5018717,2268.0
5018720,2007.0
508060359,1901.0
508060361,1999.0
508115737#0,4748.0
508115737#1,4750.0
508115745,5020.0
508115808,3896.0
508137802,3403.0
508479313#0,2960.0
508479317,3543.0
508479326,3483.0
508479336,3249.0
508479355,3848.0
508479365#0,3273.0
508479370#0,2696.0
509747240,2860.0
509747302,5345.0
509747310-AddedOnRampEdge,5359.0
509747346,4942.0
509747348,2431.0
509747381,2545.0
509747406-AddedOffRampEdge,6875.0
517168464,788.0
52286756#1,6031.0
52324493,2218.0
544296216-AddedOffRampEdge,3107.0
544296218#0,5056.0
544296218#1-AddedOnRampEdge,5300.0
544296218#2,6758.0
544296221,3375.0
550271868,796.0
550284581,4577.0
550284584-AddedOffRampEdge,4618.0
550284598,3137.0
550284602,3277.0
550284604,1523.0
550284605,1815.0
552603210,3459.0
56159747,2842.0
60759806,810.0
617235585#0,6492.0
617235594,2278.0
617235603,3163.0
617235606,2658.0
617235612,1008.0
617259141,3695.0
617259170,2896.0
617259178,2754.0
617284141,4457.0
617284143,3357.0
617284144#0,992.0
617284164,4277.0
617284166,3458.0
617284173,4332.0
617335302,5078.0
619042916,3745.0
619042921,6319.0
619042924,5137.0
687721970,4316.0
687721973,3599.0
687721986,2003.0
699542380#1,1675.0
711834658,4165.0
727202049,5027.0
838046085,1684.0
848429238,3474.0
848488831,3704.0
848489711,678.0
848489712,1103.0
848501101#0,741.0
848745539#1,2426.0
848748038,1205.0
848748039,1373.0
848754158,811.0
848767838,2017.0
848809833,3991.0
848818561,4230.0
848875024#0,3106.0
848880058,4030.0
848920992#0,4321.0
849677308#0,3067.0
849677308#1,3411.0
849806971#0,3301.0
849818316,2556.0
849821064,650.0
849833093,3106.0
850026981,2569.0
850032296,5655.0
850057340#0,3666.0
850097346,1498.0
850098170,4051.0
850134421,1197.0
850376107,3841.0
850378488,948.0
850395062,5852.0
850615423,2267.0
850746591,2876.0
850760258,1935.0
851520671-AddedOffRampEdge,1359.0
851541351,1013.0
851544880,1119.0
851550873,2702.0
851552197,2713.0
851553864,3566.0
851555734,4542.0
851560451,3364.0
851568240,5522.0
851569274,916.0
854162451,1596.0
854215625,4794.0
860646752-AddedOffRampEdge,3695.0
861059531,2600.0
863751890,6146.0
863754537,5215.0
867203204,1851.0
867204830-AddedOffRampEdge,2151.0
867208766,4833.0
867246178,5523.0
867247243,2887.0
867251845#0,887.0
867256162#0,4369.0
867256162#3,3397.0
867256163,4692.0
867259033,3584.0
867262165#0,696.0
8954447,2151.0
95265016#1,1048.0
