link_id,interval_nVehContrib
119271213,2760.0
119271337,2758.0
119271346,5426.0
119271357,2591.0
123555214,724.0
123555236,2758.0
123592887#0,3083.0
123592887#1-AddedOffRampEdge,4569.0
123867439#1-AddedOnRampEdge,6287.0
123867446#1,5652.0
123867452,4663.0
123867453#0,3363.0
123867454,4058.0
124952169,4480.0
156778691,1856.0
157593042,4562.0
157607513#1,5986.0
157782133,6378.0
157782136#0,4495.0
157806285,5455.0
158623068#0,3331.0
172165117,4665.0
184867222#0,2705.0
184867243,2758.0
22372547,4043.0
22372559,3798.0
23798287,7430.0
23798288#1,6003.0
23807652#1,3974.0
23955194#0,3823.0
23955194#2,3264.0
24167679#1,3948.0
25657136,3449.0
26230999#1,4486.0
27829301#1,5455.0
27829315#1-AddedOnRampEdge,5657.0
28317586#1,3046.0
28317945,4358.0
28319423#0,2799.0
28319423#1-AddedOffRampEdge,3886.0
28319423#2,2478.0
28357482,1687.0
28357727#0,4251.0
28358874#1,8169.0
28358875#1,5213.0
28359059#1,7080.0
28378884#0,6970.0
28378888#1-AddedOnRampEdge,5652.0
28396115#1,4146.0
28414204#0,4822.0
28414349#1,4883.0
28433582,5505.0
28433597,2606.0
28433666#1,4633.0
28433994#1,2912.0
28434077,2914.0
28435047,3046.0
28435048,2886.0
28435573,4575.0
28437104,2772.0
28437207,2130.0
28665770#0,2760.0
301865758,3935.0
30583337,2758.0
30959001,2272.0
326409095#1,3697.0
363634378,5429.0
367132265,2518.0
394385111,4571.0
394385113,5446.0
394385114#1,3576.0
394449801#0,3791.0
394449801#1,5191.0
395336990,2760.0
395337004,4738.0
395343763,1678.0
395354964#0,6475.0
395362577,2783.0
395368981#0,5115.0
395368986,4588.0
395394468,4282.0
395394473,5741.0
395439802,4572.0
395439805,4605.0
42397233,3653.0
479773092#0,5735.0
479773095,4815.0
479773098,4921.0
479773099,3320.0
5018717,3136.0
5018720,3301.0
508060359,3372.0
508060361,3074.0
508115737#0,6466.0
508115745,4949.0
508115808,6664.0
508137802,4413.0
508479313#0,3829.0
508479317,4747.0
508479336,3770.0
508479355,5006.0
508479365#0,3805.0
508479370#0,3528.0
509747240,4409.0
509747302,6044.0
509747310-AddedOnRampEdge,6073.0
509747346,5122.0
509747348,4327.0
509747381,4831.0
509747406-AddedOffRampEdge,8049.0
517168464,2305.0
52286756#1,6185.0
52324493,3738.0
544296216-AddedOffRampEdge,4829.0
544296218#1-AddedOnRampEdge,4905.0
544296218#2,6640.0
544296221,5150.0
550271868,1522.0
550284581,4947.0
550284584-AddedOffRampEdge,5135.0
550284598,4038.0
550284602,3965.0
550284604,3016.0
550284605,4525.0
552389451,4932.0
552603210,4348.0
56159747,4611.0
60759806,4407.0
617235594,5667.0
617235603,2914.0
617235606,3104.0
617235612,4128.0
617259141,4847.0
617259178,5115.0
617284141,7104.0
617284143,3509.0
617284144#0,2261.0
617284164,6247.0
617284166,5252.0
617284173,5866.0
617335302,6143.0
619042916,5235.0
619042921,6655.0
619042924,4768.0
687721970,4147.0
687721973,4410.0
687721986,3813.0
699542380#1,2700.0
711834658,4506.0
727202049,4736.0
838046085,3858.0
848429238,4671.0
848488831,4652.0
848489711,2134.0
848489712,2800.0
848501101#0,2717.0
848743564,5443.0
848745539#1,3773.0
848748038,3761.0
848748039,4476.0
848754158,2549.0
848767838,3450.0
848809833,5257.0
848818561,5943.0
848875024#0,4829.0
848880058,3352.0
848920992#0,3816.0
849677308#0,4391.0
849677308#1,4686.0
849696784,3816.0
849818316,2322.0
849821064,1498.0
850026981,4270.0
850032296,5942.0
850057340#0,5522.0
850097346,4093.0
850098170,6735.0
850134421,2458.0
850376107,4959.0
850378488,2179.0
850395062,4625.0
850615423,3904.0
850746591,3603.0
850760258,2760.0
851520671-AddedOffRampEdge,1316.0
851541351,2343.0
851544880,2520.0
851550873,4111.0
851552197,3099.0
851553864,4755.0
851555734,4995.0
851556422,3352.0
851560451,4622.0
851568240,5893.0
854162451,3772.0
854215625,7108.0
860646752-AddedOffRampEdge,4133.0
861059531,4291.0
863751890,7443.0
863754537,6272.0
867203204,2755.0
867204830-AddedOffRampEdge,4248.0
867208766,5580.0
867246178,5752.0
867247243,4903.0
867251845#0,4308.0
867256162#0,4970.0
867256162#3,1300.0
867256163,5456.0
867259033,3861.0
867262165#0,2257.0
8954447,4047.0
95265016#1,2462.0
