link_id,interval_nVehContrib,interval_harmonicMeanSpeed
119271337,3212.0,64.1417
119271346,3970.0,41.775
119271357,3427.0,60.1833
123555214,1628.0,67.4708
123555236,3212.0,64.1417
123592887#0,4328.0,56.0167
123592924#1,3414.0,39.3333
123867439#1-AddedOnRampEdge,7829.0,66.6917
123867446#1,5195.0,57.3917
123867452,3842.0,62.5333
123867454,3499.0,62.3917
124952169,4147.0,20.95
156778691,1465.0,65.7792
157593042,5081.0,59.35
157607513#1,3769.0,67.1417
157607517,3264.0,13.925
157782133,5647.0,46.6667
157782136#0,5019.0,66.2
157782136#1-AddedOnRampEdge,5067.0,67.925
157806285,8048.0,61.7833
158623068#0,3779.0,68.2917
172165117,4270.0,18.4333
184867243,3212.0,64.1417
22372547,4923.0,40.3083
22372559,2609.0,62.45
23798287,6677.0,62.3333
23798288#1,5877.0,64.0583
23807652#1,4203.0,65.1917
23955194#0,4802.0,18.4667
24167679#1,5140.0,58.9917
25029732#2,4234.0,54.15
25657136,2148.0,62.3583
26230999#1,1291.0,36.5
27829301#1,6537.0,24.1042
27829315#1-AddedOnRampEdge,6144.0,64.5667
28317586#1,3338.0,61.6167
28317747,2747.0,15.5806
28317945,3582.0,66.875
28319413#2,4547.0,56.4083
28319423#0,4055.0,20.7667
28319423#1-AddedOffRampEdge,4373.0,41.375
28357482,3808.0,26.7417
28357727#0,4503.0,18.9292
28358874#1,7624.0,60.4
28358875#1,6529.0,38.15
28359025-AddedOnRampEdge,7706.0,44.2167
28359059#1,5706.0,67.0
28378884#0,5796.0,63.1333
28396115#1,5846.0,25.5083
28414204#0,4092.0,64.0083
28433582,4351.0,47.3917
28433597,4293.0,44.6417
28433666#1,3656.0,60.125
28433994#1,3842.0,60.4667
28434077,3269.0,62.075
28435047,4243.0,55.4542
28435573,5438.0,57.975
28437104,2314.0,62.675
28464126#1,4579.0,62.3167
28665770#0,3211.0,64.0667
301865758,4324.0,27.7083
30583337,3213.0,63.975
30959001,2492.0,24.4083
30959012,3010.0,67.2542
334904727,2669.0,60.0208
363634378,3314.0,12.425
366053237,3459.0,15.7
367132265,3690.0,53.3833
394385111,6696.0,63.0333
394385113,4748.0,63.1333
394385114#1,2537.0,69.05
394449801#0,4379.0,67.1042
394449801#1,5233.0,68.9042
395336990,3211.0,64.0667
395337004,3881.0,66.55
395343763,3419.0,15.2
395354964#0,4810.0,66.8083
395362577,2756.0,62.0667
395368981#0,7960.0,60.5708
395368986,6512.0,71.5833
395394468,5392.0,63.2111
395394473,6169.0,65.3
395439802,2485.0,12.4917
395439805,4670.0,58.9958
42397233,2842.0,62.8583
479773092#0,4227.0,66.9833
479773098,3931.0,27.65
479773099,3501.0,18.1583
5018717,2991.0,44.9333
5018720,2867.0,43.5917
508060359,4016.0,60.7333
508060361,2532.0,61.15
508060362,3212.0,64.1417
508115737#0,4866.0,67.125
508115745,4811.0,63.7972
508115808,8647.0,44.4583
508137802,7293.0,52.8333
508479313#0,2715.0,57.5583
508479317,3586.0,55.5417
508479326,4023.0,46.8083
508479336,3422.0,29.85
508479355,2686.0,68.8167
508479365#0,5455.0,13.6083
508479370#0,5210.0,30.1583
508479370#1,6668.0,59.1083
509747240,4434.0,66.9042
509747302,4132.0,66.9583
509747346,4512.0,56.7917
509747348,4845.0,41.2333
509747381,4711.0,31.4583
509747406-AddedOffRampEdge,6876.0,42.975
517168464,3860.0,53.9667
52286756#1,5983.0,63.0917
544296216-AddedOffRampEdge,5687.0,31.6083
544296218#0,3311.0,66.3833
544296218#1-AddedOnRampEdge,3586.0,67.4833
544296218#2,4416.0,67.3667
544296221,3056.0,15.9083
550271868,4424.0,35.9792
550284581,5400.0,66.3
550284584-AddedOffRampEdge,5938.0,69.2583
550284598,3036.0,54.6833
550284602,2882.0,62.0833
552389451,5372.0,27.4
552603210,4709.0,32.5917
