link_id,interval_nVehContrib
157607513#1,6228.0
172165117,2966.0
28414204#0,3774.0
28464126#1,4557.0
301865758,3259.0
301865760,3505.0
30959001,1025.0
395439802,3261.0
395439805,2591.0
508479313#0,2960.0
508479317,3543.0
508479336,3249.0
508479355,3848.0
508479365#0,3273.0
508479370#0,2696.0
509721010#0-AddedOnRampEdge,6610.0
687721970,4316.0
687721973,3599.0
850376107,3841.0
850378488,948.0
850395062,5852.0
850746591,2876.0
851553864,3566.0
851555734,4542.0
851560451,3364.0
851568240,5522.0
867203204,1851.0
